m1,b1,m2,b2,mode,load,tput_m1,tput_m2,total_p90_m1,total_p90_m2,total_p99_m1,total_p99_m2,total_p100_m1,total_p100_m2,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_violation_no,job_mix
alexnet,4,vgg16,4,mig,1.0,3567.2871849563016,592.5355247093886,1.0929107666015625,6.437063217163086,1.0929107666015625,6.437063217163086,1.0929107666015625,6.437063217163086,"[15.523195266723633, 111.34619712829594]",0,"[9.12332534790039, 28.58603000640869]",0,0,alexnet-4-vgg16-4
mobilenet_v2,2,resnet50,8,mig,1.0,897.428632136034,670.5814205690215,2.1719932556152344,2.947092056274414,2.1719932556152344,2.947092056274414,2.1719932556152344,2.947092056274414,"[11.06250286102295, 28.213596343994148]",0,"[31.15856647491455, 100.51560401916504]",0,0,mobilenet_v2-2-resnet50-8
efficientnet_b5,8,resnet101,32,mig,1.0,503.5710387617074,699.2994067681547,15.833377838134766,11.384248733520508,15.833377838134766,11.384248733520508,15.833377838134766,11.384248733520508,"[48.195481300354, 137.98916339874268]",0,"[100.55983066558838, 559.5760583877563]",0,0,efficientnet_b5-8-resnet101-32
inception_v3,4,resnet34,2,mig,1.0,813.8257401320045,1540.2208338177634,4.789352416992188,2.569913864135742,4.789352416992188,2.569913864135742,4.789352416992188,2.569913864135742,"[18.36538314819336, 55.87575435638427]",0,"[6.753325462341309, 21.199584007263184]",0,0,inception_v3-4-resnet34-2
mobilenet_v3_small,32,squeezenet1_1,4,mig,1.0,7623.348566656424,5633.278878077805,4.03285026550293,5.571126937866211,4.03285026550293,5.571126937866211,4.03285026550293,5.571126937866211,"[8.991241455078125, 24.157381057739254]",0,"[5.745649337768555, 19.358348846435547]",0,0,mobilenet_v3_small-32-squeezenet1_1-4
mobilenet_v2,32,mobilenet_v3_small,4,mig,1.0,3048.3865459052604,7623.348566656424,10.405302047729492,4.03285026550293,10.405302047729492,4.03285026550293,10.405302047729492,4.03285026550293,"[21.3320255279541, 89.20621871948254]",0,"[6.962418556213379, 18.46108436584473]",0,0,mobilenet_v2-32-mobilenet_v3_small-4
resnet18,32,resnet34,2,mig,1.0,4610.227966363354,2998.242378735302,6.805896759033203,10.450363159179688,6.805896759033203,10.450363159179688,6.805896759033203,10.450363159179688,"[16.067981719970703, 41.36037826538086]",0,"[6.753325462341309, 21.199584007263184]",0,0,resnet18-32-resnet34-2
alexnet,32,resnet101,2,mig,1.0,9616.509799970076,1021.4275281431428,3.179311752319336,31.00776672363281,3.179311752319336,31.00776672363281,3.179311752319336,31.00776672363281,"[11.010289192199709, 27.551174163818366]",0,"[37.6279354095459, 98.98934364318852]",0,0,alexnet-32-resnet101-2
squeezenet1_1,2,vgg19,16,mig,1.0,2119.012556391532,428.94678292249847,0.9090900421142578,4.49681282043457,0.9090900421142578,4.49681282043457,0.9090900421142578,4.49681282043457,"[7.618069648742676, 19.27053928375244]",0,"[47.20258712768555, 161.4960193634034]",0,0,squeezenet1_1-2-vgg19-16
efficientnet_b6,16,vgg19,16,mig,1.0,482.786087281117,785.4607500595005,33.05649757385254,19.53697204589844,33.05649757385254,19.53697204589844,33.05649757385254,19.53697204589844,"[59.7454309463501, 131.84561729431152]",0,"[47.20258712768555, 161.4960193634034]",0,0,efficientnet_b6-16-vgg19-16
efficientnet_b7,32,inception_v3,4,mig,1.0,375.67708691210265,2029.9389451288764,85.02674102783203,15.67697525024414,85.02674102783203,15.67697525024414,85.02674102783203,15.67697525024414,"[250.2284049987793, 584.7785949707031]",0,"[18.36538314819336, 55.87575435638427]",0,0,efficientnet_b7-32-inception_v3-4
mobilenet_v3_large,4,resnet101,32,mig,1.0,1431.7881626534102,542.9059963571026,2.727031707763672,7.322788238525391,2.727031707763672,7.322788238525391,2.727031707763672,7.322788238525391,"[10.463953018188477, 31.406164169311523]",0,"[100.55983066558838, 559.5760583877563]",0,0,mobilenet_v3_large-4-resnet101-32
mobilenet_v3_large,4,squeezenet1_0,16,mig,1.0,1431.7881626534102,2131.347488598663,2.727031707763672,1.850605010986328,2.727031707763672,1.850605010986328,2.727031707763672,1.850605010986328,"[10.463953018188477, 31.406164169311523]",0,"[21.50583267211914, 115.78102111816403]",0,0,mobilenet_v3_large-4-squeezenet1_0-16
efficientnet_b7,16,resnet152,4,mig,1.0,348.49019660126885,686.5900725297299,45.80855369567871,22.98569679260254,45.80855369567871,22.98569679260254,45.80855369567871,22.98569679260254,"[131.41703605651855, 542.326378822327]",0,"[52.88875102996826, 147.14336395263672]",0,0,efficientnet_b7-16-resnet152-4
densenet161,32,vgg19,32,mig,1.0,646.3542684386318,656.9970720908458,49.00670051574707,46.61989212036133,49.00670051574707,46.61989212036133,49.00670051574707,46.61989212036133,"[150.1929759979248, 402.6620864868164]",0,"[69.72730159759521, 184.2193603515625]",0,0,densenet161-32-vgg19-32
densenet169,4,resnet34,32,mig,1.0,413.5022014266452,1229.4009011131852,9.495258331298828,3.2258033752441406,9.495258331298828,3.2258033752441406,9.495258331298828,3.2258033752441406,"[37.70208358764648, 111.1121892929078]",0,"[23.201465606689453, 60.73904037475586]",0,0,densenet169-4-resnet34-32
efficientnet_b6,16,resnet34,4,mig,1.0,482.786087281117,2790.7294957671643,33.05649757385254,5.627632141113281,33.05649757385254,5.627632141113281,33.05649757385254,5.627632141113281,"[59.7454309463501, 131.84561729431152]",0,"[6.506919860839844, 19.17881965637207]",0,0,efficientnet_b6-16-resnet34-4
mobilenet_v2,2,mobilenet_v3_small,8,mig,1.0,897.428632136034,862.5245771714893,2.1719932556152344,2.2525787353515625,2.1719932556152344,2.2525787353515625,2.1719932556152344,2.2525787353515625,"[11.06250286102295, 28.213596343994148]",0,"[10.103464126586914, 31.44035339355469]",0,0,mobilenet_v2-2-mobilenet_v3_small-8
densenet161,4,vgg13,32,mig,1.0,382.65048895398286,711.3768947832895,10.412216186523438,5.396366119384766,10.412216186523438,5.396366119384766,10.412216186523438,5.396366119384766,"[34.93690490722656, 104.54678535461426]",0,"[57.21712112426758, 176.62100791931155]",0,0,densenet161-4-vgg13-32
densenet169,16,inception_v3,16,mig,1.0,776.6799629443728,1737.9543126799872,20.51258087158203,9.16290283203125,20.51258087158203,9.16290283203125,20.51258087158203,9.16290283203125,"[72.13079929351807, 169.94497776031494]",0,"[24.31881427764893, 91.33017063140876]",0,0,densenet169-16-inception_v3-16
efficientnet_b6,16,resnet18,2,mig,1.0,482.786087281117,4409.018872376294,33.05649757385254,3.5767555236816406,33.05649757385254,3.5767555236816406,33.05649757385254,3.5767555236816406,"[59.7454309463501, 131.84561729431152]",0,"[3.32498550415039, 8.381843566894531]",0,0,efficientnet_b6-16-resnet18-2
densenet201,16,resnet34,2,mig,1.0,684.8946753417275,2790.7294957671643,23.133039474487305,5.627632141113281,23.133039474487305,5.627632141113281,23.133039474487305,5.627632141113281,"[62.50441074371338, 216.6438102722168]",0,"[6.753325462341309, 21.199584007263184]",0,0,densenet201-16-resnet34-2
efficientnet_b5,8,resnet50,2,mig,1.0,597.6284216010973,1342.7096690785786,13.341426849365234,5.912303924560547,13.341426849365234,5.912303924560547,13.341426849365234,5.912303924560547,"[48.195481300354, 137.98916339874268]",0,"[15.022516250610352, 47.57630825042726]",0,0,efficientnet_b5-8-resnet50-2
alexnet,16,efficientnet_b5,4,mig,1.0,7811.053752914595,633.909743264566,1.978158950805664,25.166034698486328,1.978158950805664,25.166034698486328,1.978158950805664,25.166034698486328,"[9.903192520141602, 800.369453430176]",0,"[52.23727226257324, 122.29514122009276]",0,0,alexnet-16-efficientnet_b5-4
efficientnet_b6,8,resnet18,16,mig,1.0,376.7688585285648,2916.238367153764,21.190881729125977,2.706289291381836,21.190881729125977,2.706289291381836,21.190881729125977,2.706289291381836,"[64.6524429321289, 187.1220111846924]",0,"[7.94684886932373, 23.18594455718994]",0,0,efficientnet_b6-8-resnet18-16
efficientnet_b6,4,efficientnet_b7,2,mig,1.0,366.2407700788773,271.97410948619125,10.82158088684082,14.673471450805664,10.82158088684082,14.673471450805664,10.82158088684082,14.673471450805664,"[72.48008251190186, 192.4673318862915]",0,"[68.09377670288086, 199.70269203186052]",0,0,efficientnet_b6-4-efficientnet_b7-2
densenet169,8,densenet201,2,mig,1.0,674.9251621812607,606.9961674810239,11.803150177001951,13.04173469543457,11.803150177001951,13.04173469543457,11.803150177001951,13.04173469543457,"[37.24122047424317, 112.37168312072754]",0,"[55.79066276550293, 137.5442028045655]",0,0,densenet169-8-densenet201-2
densenet201,16,mobilenet_v3_small,16,mig,1.0,684.8946753417275,6445.592522643135,23.133039474487305,2.410411834716797,23.133039474487305,2.410411834716797,23.133039474487305,2.410411834716797,"[62.50441074371338, 216.6438102722168]",0,"[7.981538772583008, 24.18406009674073]",0,0,densenet201-16-mobilenet_v3_small-16
resnet18,16,vgg11,2,mig,1.0,4409.018872376294,1599.3903552014503,3.5767555236816406,9.563684463500977,3.5767555236816406,9.563684463500977,3.5767555236816406,9.563684463500977,"[7.94684886932373, 23.18594455718994]",0,"[4.491686820983887, 12.486314773559576]",0,0,resnet18-16-vgg11-2
mobilenet_v3_large,4,squeezenet1_0,2,mig,1.0,1444.4037052238868,2557.6562359342697,2.683401107788086,1.5401840209960938,2.683401107788086,1.5401840209960938,2.683401107788086,1.5401840209960938,"[10.463953018188477, 31.406164169311523]",0,"[5.701303482055664, 15.452766418457037]",0,0,mobilenet_v3_large-4-squeezenet1_0-2
resnet34,32,vgg13,16,mig,1.0,2998.242378735302,1145.5247464873337,10.450363159179688,26.99828147888184,10.450363159179688,26.99828147888184,10.450363159179688,26.99828147888184,"[23.201465606689453, 60.73904037475586]",0,"[25.80809593200684, 71.98476791381837]",0,0,resnet34-32-vgg13-16
efficientnet_b7,4,vgg13,4,mig,1.0,230.95967795029813,711.3768947832895,17.2882080078125,5.396366119384766,17.2882080078125,5.396366119384766,17.2882080078125,5.396366119384766,"[73.36020469665527, 187.29534149169928]",0,"[7.332563400268555, 24.69758987426758]",0,0,efficientnet_b7-4-vgg13-4
efficientnet_b5,8,efficientnet_b6,16,mig,1.0,503.5710387617074,376.7688585285648,15.833377838134766,21.190881729125977,15.833377838134766,21.190881729125977,15.833377838134766,21.190881729125977,"[48.195481300354, 137.98916339874268]",0,"[59.7454309463501, 131.84561729431152]",0,0,efficientnet_b5-8-efficientnet_b6-16
resnet101,2,resnet152,2,mig,1.0,388.0590563922472,264.6023295126438,5.057811737060547,7.369518280029297,5.057811737060547,7.369518280029297,5.057811737060547,7.369518280029297,"[37.6279354095459, 98.98934364318852]",0,"[53.725600242614746, 128.05020809173587]",0,0,resnet101-2-resnet152-2
resnet152,8,vgg13,32,mig,1.0,505.2930479235832,820.3296579452777,15.77305793762207,9.43279266357422,15.77305793762207,9.43279266357422,15.77305793762207,9.43279266357422,"[59.587717056274414, 178.08079719543457]",0,"[57.21712112426758, 176.62100791931155]",0,0,resnet152-8-vgg13-32
densenet121,4,vgg13,4,mig,1.0,571.2147903940413,711.3768947832895,6.84046745300293,5.396366119384766,6.84046745300293,5.396366119384766,6.84046745300293,5.396366119384766,"[40.970563888549805, 130.66999912261963]",0,"[7.332563400268555, 24.69758987426758]",0,0,densenet121-4-vgg13-4
densenet121,4,resnet101,4,mig,1.0,584.508661262444,654.031913968827,6.680965423583984,6.082773208618164,6.680965423583984,6.082773208618164,6.680965423583984,6.082773208618164,"[40.970563888549805, 130.66999912261963]",0,"[32.98497200012207, 103.6813735961914]",0,0,densenet121-4-resnet101-4
densenet121,32,vgg16,32,mig,1.0,1244.9763174937016,772.254471186138,25.54607391357422,39.40701484680176,25.54607391357422,39.40701484680176,25.54607391357422,39.40701484680176,"[55.29773235321045, 161.38911247253418]",0,"[59.967875480651855, 190.44158458709745]",0,0,densenet121-32-vgg16-32
mobilenet_v2,4,squeezenet1_0,32,mig,1.0,1794.1970294814723,2131.347488598663,2.1491050720214844,1.850605010986328,2.1491050720214844,1.850605010986328,2.1491050720214844,1.850605010986328,"[7.328152656555176, 20.46399116516113]",0,"[61.8593692779541, 328.75738143920904]",0,0,mobilenet_v2-4-squeezenet1_0-32
densenet161,8,inception_v3,32,mig,1.0,520.3939036010311,1123.0990037325655,15.26784896850586,7.093667984008789,15.26784896850586,7.093667984008789,15.26784896850586,7.093667984008789,"[39.22939300537109, 130.18898963928223]",0,"[39.029598236083984, 125.16593933105467]",0,0,densenet161-8-inception_v3-32
efficientnet_b7,4,resnet152,32,mig,1.0,230.95967795029813,387.14863366545336,17.2882080078125,10.28299331665039,17.2882080078125,10.28299331665039,17.2882080078125,10.28299331665039,"[73.36020469665527, 187.29534149169928]",0,"[130.81252574920654, 467.5929307937622]",0,0,efficientnet_b7-4-resnet152-32
resnet101,8,resnet34,16,mig,1.0,699.2994067681547,1776.8401210767804,11.384248733520508,4.471063613891602,11.384248733520508,4.471063613891602,11.384248733520508,4.471063613891602,"[41.705965995788574, 134.9987268447876]",0,"[12.609004974365234, 35.66241264343262]",0,0,resnet101-8-resnet34-16
inception_v3,4,vgg19,32,mig,1.0,806.0204392821448,507.91480889669,4.930734634399414,7.524967193603516,4.930734634399414,7.524967193603516,4.930734634399414,7.524967193603516,"[18.36538314819336, 55.87575435638427]",0,"[69.72730159759521, 184.2193603515625]",0,0,inception_v3-4-vgg19-32
densenet161,32,resnet34,2,mig,1.0,553.3664036247662,2998.242378735302,57.096242904663086,10.450363159179688,57.096242904663086,10.450363159179688,57.096242904663086,10.450363159179688,"[150.1929759979248, 402.6620864868164]",0,"[6.753325462341309, 21.199584007263184]",0,0,densenet161-32-resnet34-2
densenet201,16,vgg16,32,mig,1.0,581.6137449418567,726.8176623894389,27.40192413330078,20.77484130859375,27.40192413330078,20.77484130859375,27.40192413330078,20.77484130859375,"[62.50441074371338, 216.6438102722168]",0,"[59.967875480651855, 190.44158458709745]",0,0,densenet201-16-vgg16-32
efficientnet_b5,32,efficientnet_b5,8,mig,1.0,666.0399319996826,666.0399319996826,47.93357849121094,47.93357849121094,47.93357849121094,47.93357849121094,47.93357849121094,47.93357849121094,"[88.68300914764404, 229.1651964187622]",0,"[48.195481300354, 137.98916339874268]",0,0,efficientnet_b5-32-efficientnet_b5-8
resnet101,32,resnet18,4,mig,1.0,1021.4275281431428,4610.227966363354,31.00776672363281,6.805896759033203,31.00776672363281,6.805896759033203,31.00776672363281,6.805896759033203,"[100.55983066558838, 559.5760583877563]",0,"[4.45866584777832, 12.677240371704103]",0,0,resnet101-32-resnet18-4
mobilenet_v2,2,vgg13,4,mig,1.0,897.428632136034,614.5929580552494,2.1719932556152344,3.150463104248047,2.1719932556152344,3.150463104248047,2.1719932556152344,3.150463104248047,"[11.06250286102295, 28.213596343994148]",0,"[7.332563400268555, 24.69758987426758]",0,0,mobilenet_v2-2-vgg13-4
efficientnet_b6,2,vgg11,4,mig,1.0,197.7471394637571,793.1115870785196,9.929895401000977,2.4619102478027344,9.929895401000977,2.4619102478027344,9.929895401000977,2.4619102478027344,"[49.16810989379883, 121.783447265625]",0,"[4.9076080322265625, 14.774084091186523]",0,0,efficientnet_b6-2-vgg11-4
mobilenet_v3_small,8,vgg13,32,mig,1.0,3458.015172803457,820.3296579452777,2.2444725036621094,9.43279266357422,2.2444725036621094,9.43279266357422,2.2444725036621094,9.43279266357422,"[10.103464126586914, 31.44035339355469]",0,"[57.21712112426758, 176.62100791931155]",0,0,mobilenet_v3_small-8-vgg13-32
resnet34,16,vgg19,16,mig,1.0,2790.7294957671643,785.4607500595005,5.627632141113281,19.53697204589844,5.627632141113281,19.53697204589844,5.627632141113281,19.53697204589844,"[12.609004974365234, 35.66241264343262]",0,"[47.20258712768555, 161.4960193634034]",0,0,resnet34-16-vgg19-16
densenet161,32,squeezenet1_1,2,mig,1.0,553.3664036247662,5633.278878077805,57.096242904663086,5.571126937866211,57.096242904663086,5.571126937866211,57.096242904663086,5.571126937866211,"[150.1929759979248, 402.6620864868164]",0,"[7.618069648742676, 19.27053928375244]",0,0,densenet161-32-squeezenet1_1-2
resnet101,32,resnet101,32,mig,1.0,857.4559678661934,857.4559678661934,36.859989166259766,36.859989166259766,36.859989166259766,36.859989166259766,36.859989166259766,36.859989166259766,"[100.55983066558838, 559.5760583877563]",0,"[100.55983066558838, 559.5760583877563]",0,0,resnet101-32-resnet101-32
resnet50,32,vgg19,2,mig,1.0,1571.9706699155736,815.52270309133,20.16615867614746,37.66655921936035,20.16615867614746,37.66655921936035,20.16615867614746,37.66655921936035,"[71.20847702026367, 551.6562938690189]",0,"[6.924629211425781, 17.524337768554688]",1,1,resnet50-32-vgg19-2
densenet161,2,mobilenet_v3_small,8,mig,1.0,205.4569600259681,862.5245771714893,9.48786735534668,2.2525787353515625,9.48786735534668,2.2525787353515625,9.48786735534668,2.2525787353515625,"[31.385421752929688, 97.31435775756836]",0,"[10.103464126586914, 31.44035339355469]",0,0,densenet161-2-mobilenet_v3_small-8
resnet101,8,squeezenet1_1,16,mig,1.0,699.2994067681547,3816.411009996502,11.384248733520508,2.0606517791748047,11.384248733520508,2.0606517791748047,11.384248733520508,2.0606517791748047,"[41.705965995788574, 134.9987268447876]",0,"[15.970110893249512, 680.0486087799072]",0,0,resnet101-8-squeezenet1_1-16
efficientnet_b7,2,squeezenet1_0,32,mig,1.0,157.99553184640737,1737.7680658773656,12.380123138427734,1.1301040649414062,12.380123138427734,1.1301040649414062,12.380123138427734,1.1301040649414062,"[68.09377670288086, 199.70269203186052]",0,"[61.8593692779541, 328.75738143920904]",0,0,efficientnet_b7-2-squeezenet1_0-32
resnet50,8,vgg11,2,mig,1.0,1342.7096690785786,1410.79674978834,5.912303924560547,5.476474761962891,5.912303924560547,5.476474761962891,5.912303924560547,5.476474761962891,"[31.15856647491455, 100.51560401916504]",0,"[4.491686820983887, 12.486314773559576]",0,0,resnet50-8-vgg11-2
efficientnet_b6,2,squeezenet1_0,32,mig,1.0,197.7471394637571,1737.7680658773656,9.929895401000977,1.1301040649414062,9.929895401000977,1.1301040649414062,9.929895401000977,1.1301040649414062,"[49.16810989379883, 121.783447265625]",0,"[61.8593692779541, 328.75738143920904]",0,0,efficientnet_b6-2-squeezenet1_0-32
alexnet,16,mobilenet_v3_large,16,mig,1.0,7811.053752914595,3414.0548586872505,1.978158950805664,4.634857177734375,1.978158950805664,4.634857177734375,1.978158950805664,4.634857177734375,"[9.903192520141602, 800.369453430176]",0,"[9.174346923828123, 23.64635467529297]",0,0,alexnet-16-mobilenet_v3_large-16
densenet169,16,densenet201,32,mig,1.0,892.5398500356258,581.6137449418567,17.76576042175293,27.40192413330078,17.76576042175293,27.40192413330078,17.76576042175293,27.40192413330078,"[72.13079929351807, 169.94497776031494]",0,"[140.98715782165527, 507.3609590530398]",0,0,densenet169-16-densenet201-32
vgg11,2,vgg13,16,mig,1.0,793.1115870785196,614.5929580552494,2.4619102478027344,3.150463104248047,2.4619102478027344,3.150463104248047,2.4619102478027344,3.150463104248047,"[4.491686820983887, 12.486314773559576]",0,"[25.80809593200684, 71.98476791381837]",0,0,vgg11-2-vgg13-16
densenet169,16,resnet34,2,mig,1.0,776.6799629443728,2790.7294957671643,20.51258087158203,5.627632141113281,20.51258087158203,5.627632141113281,20.51258087158203,5.627632141113281,"[72.13079929351807, 169.94497776031494]",0,"[6.753325462341309, 21.199584007263184]",0,0,densenet169-16-resnet34-2
inception_v3,32,vgg11,8,mig,1.0,2029.9389451288764,1709.6470483321366,15.67697525024414,17.833471298217773,15.67697525024414,17.833471298217773,15.67697525024414,17.833471298217773,"[39.029598236083984, 125.16593933105467]",0,"[10.160207748413086, 29.346108436584476]",0,0,inception_v3-32-vgg11-8
alexnet,32,squeezenet1_1,16,mig,1.0,9616.509799970076,5633.278878077805,3.179311752319336,5.571126937866211,3.179311752319336,5.571126937866211,3.179311752319336,5.571126937866211,"[11.010289192199709, 27.551174163818366]",0,"[15.970110893249512, 680.0486087799072]",0,0,alexnet-32-squeezenet1_1-16
alexnet,16,inception_v3,8,mig,1.0,7811.053752914595,1737.9543126799872,1.978158950805664,9.16290283203125,1.978158950805664,9.16290283203125,1.978158950805664,9.16290283203125,"[9.903192520141602, 800.369453430176]",0,"[18.77737045288086, 52.09059715271001]",0,0,alexnet-16-inception_v3-8
inception_v3,4,mobilenet_v3_small,16,mig,1.0,806.0204392821448,1709.7451513948038,4.930734634399414,2.2449493408203125,4.930734634399414,2.2449493408203125,4.930734634399414,2.2449493408203125,"[18.36538314819336, 55.87575435638427]",0,"[7.981538772583008, 24.18406009674073]",0,0,inception_v3-4-mobilenet_v3_small-16
squeezenet1_0,2,squeezenet1_1,2,mig,1.0,1979.6033694675837,2063.187503008774,0.9834766387939452,0.9348392486572266,0.9834766387939452,0.9348392486572266,0.9834766387939452,0.9348392486572266,"[5.701303482055664, 15.452766418457037]",0,"[7.618069648742676, 19.27053928375244]",0,0,squeezenet1_0-2-squeezenet1_1-2
efficientnet_b5,16,inception_v3,16,mig,1.0,633.909743264566,1737.9543126799872,25.166034698486328,9.16290283203125,25.166034698486328,9.16290283203125,25.166034698486328,9.16290283203125,"[71.48623466491699, 190.3698444366455]",0,"[24.31881427764893, 91.33017063140876]",0,0,efficientnet_b5-16-inception_v3-16
densenet201,4,resnet152,32,mig,1.0,335.1152420541221,387.14863366545336,11.71731948852539,10.28299331665039,11.71731948852539,10.28299331665039,11.71731948852539,10.28299331665039,"[42.35696792602539, 113.26956748962402]",0,"[130.81252574920654, 467.5929307937622]",0,0,densenet201-4-resnet152-32
squeezenet1_1,2,vgg13,32,mig,1.0,2119.012556391532,614.5929580552494,0.9090900421142578,3.150463104248047,0.9090900421142578,3.150463104248047,0.9090900421142578,3.150463104248047,"[7.618069648742676, 19.27053928375244]",0,"[57.21712112426758, 176.62100791931155]",0,0,squeezenet1_1-2-vgg13-32
densenet161,2,densenet201,16,mig,1.0,205.4569600259681,162.26334227689688,9.48786735534668,12.023448944091797,9.48786735534668,12.023448944091797,9.48786735534668,12.023448944091797,"[31.385421752929688, 97.31435775756836]",0,"[62.50441074371338, 216.6438102722168]",0,0,densenet161-2-densenet201-16
efficientnet_b7,32,resnet18,4,mig,1.0,375.67708691210265,4610.227966363354,85.02674102783203,6.805896759033203,85.02674102783203,6.805896759033203,85.02674102783203,6.805896759033203,"[250.2284049987793, 584.7785949707031]",0,"[4.45866584777832, 12.677240371704103]",0,0,efficientnet_b7-32-resnet18-4
resnet101,32,squeezenet1_1,4,mig,1.0,1021.4275281431428,5633.278878077805,31.00776672363281,5.571126937866211,31.00776672363281,5.571126937866211,31.00776672363281,5.571126937866211,"[100.55983066558838, 559.5760583877563]",0,"[5.745649337768555, 19.358348846435547]",0,0,resnet101-32-squeezenet1_1-4
alexnet,4,squeezenet1_1,2,mig,1.0,4387.909035916357,3523.765943027664,0.8878707885742188,1.110553741455078,0.8878707885742188,1.110553741455078,0.8878707885742188,1.110553741455078,"[15.523195266723633, 111.34619712829594]",0,"[7.618069648742676, 19.27053928375244]",0,0,alexnet-4-squeezenet1_1-2
resnet101,8,vgg13,8,mig,1.0,699.2994067681547,820.3296579452777,11.384248733520508,9.43279266357422,11.384248733520508,9.43279266357422,11.384248733520508,9.43279266357422,"[41.705965995788574, 134.9987268447876]",0,"[20.986437797546387, 61.68134212493898]",0,0,resnet101-8-vgg13-8
densenet161,8,efficientnet_b5,32,mig,1.0,520.3939036010311,503.5710387617074,15.26784896850586,15.833377838134766,15.26784896850586,15.833377838134766,15.26784896850586,15.833377838134766,"[39.22939300537109, 130.18898963928223]",0,"[88.68300914764404, 229.1651964187622]",0,0,densenet161-8-efficientnet_b5-32
vgg13,16,vgg16,8,mig,1.0,1092.6166426911948,913.1088210011706,14.054536819458008,16.68715476989746,14.054536819458008,16.68715476989746,14.054536819458008,16.68715476989746,"[25.80809593200684, 71.98476791381837]",0,"[18.642187118530277, 53.190302848815925]",0,0,vgg13-16-vgg16-8
densenet169,2,mobilenet_v3_large,4,mig,1.0,200.81574771689284,722.8780742904388,9.678363800048828,2.6755332946777344,9.678363800048828,2.6755332946777344,9.678363800048828,2.6755332946777344,"[32.2953462600708, 93.69852542877194]",0,"[10.463953018188477, 31.406164169311523]",0,0,densenet169-2-mobilenet_v3_large-4
alexnet,16,densenet201,2,mig,1.0,7811.053752914595,684.8946753417275,1.978158950805664,23.133039474487305,1.978158950805664,23.133039474487305,1.978158950805664,23.133039474487305,"[9.903192520141602, 800.369453430176]",0,"[55.79066276550293, 137.5442028045655]",0,0,alexnet-16-densenet201-2
densenet169,8,densenet201,32,mig,1.0,757.2967244012098,524.0884854885783,10.482549667358398,15.199661254882812,10.482549667358398,15.199661254882812,10.482549667358398,15.199661254882812,"[37.24122047424317, 112.37168312072754]",0,"[140.98715782165527, 507.3609590530398]",0,0,densenet169-8-densenet201-32
inception_v3,2,vgg16,8,mig,1.0,401.4947925700484,505.49275354588985,4.856586456298828,3.814697265625,4.856586456298828,3.814697265625,4.856586456298828,3.814697265625,"[15.114545822143556, 40.23642539978028]",0,"[18.642187118530277, 53.190302848815925]",0,0,inception_v3-2-vgg16-8
densenet121,16,mobilenet_v3_small,32,mig,1.0,1162.4253637619554,6876.010487153612,13.681888580322266,2.2382736206054688,13.681888580322266,2.2382736206054688,13.681888580322266,2.2382736206054688,"[34.93523597717285, 91.96534156799316]",0,"[8.991241455078125, 24.157381057739254]",0,0,densenet121-16-mobilenet_v3_small-32
densenet161,2,mobilenet_v2,2,mig,1.0,208.8386538862865,894.2863106605938,9.40394401550293,2.178430557250977,9.40394401550293,2.178430557250977,9.40394401550293,2.178430557250977,"[31.385421752929688, 97.31435775756836]",0,"[11.06250286102295, 28.213596343994148]",0,0,densenet161-2-mobilenet_v2-2
densenet201,4,squeezenet1_0,32,mig,1.0,335.1152420541221,2131.347488598663,11.71731948852539,1.850605010986328,11.71731948852539,1.850605010986328,11.71731948852539,1.850605010986328,"[42.35696792602539, 113.26956748962402]",0,"[61.8593692779541, 328.75738143920904]",0,0,densenet201-4-squeezenet1_0-32
densenet169,16,densenet169,32,mig,1.0,892.5398500356258,892.5398500356258,17.76576042175293,17.76576042175293,17.76576042175293,17.76576042175293,17.76576042175293,17.76576042175293,"[72.13079929351807, 169.94497776031494]",0,"[77.0866870880127, 235.37182807922363]",0,0,densenet169-16-densenet169-32
resnet101,2,resnet18,16,mig,1.0,384.0263046498808,1442.673744355666,5.138635635375977,1.356363296508789,5.138635635375977,1.356363296508789,5.138635635375977,1.356363296508789,"[37.6279354095459, 98.98934364318852]",0,"[7.94684886932373, 23.18594455718994]",0,0,resnet101-2-resnet18-16
efficientnet_b7,2,resnet152,32,mig,1.0,157.99553184640737,268.48230483566783,12.380123138427734,7.330179214477539,12.380123138427734,7.330179214477539,12.380123138427734,7.330179214477539,"[68.09377670288086, 199.70269203186052]",0,"[130.81252574920654, 467.5929307937622]",0,0,efficientnet_b7-2-resnet152-32
densenet169,2,densenet169,4,mig,1.0,200.81574771689284,200.81574771689284,9.678363800048828,9.678363800048828,9.678363800048828,9.678363800048828,9.678363800048828,9.678363800048828,"[32.2953462600708, 93.69852542877194]",0,"[37.70208358764648, 111.1121892929078]",0,0,densenet169-2-densenet169-4
mobilenet_v3_small,16,resnet18,2,mig,1.0,6445.592522643135,4409.018872376294,2.410411834716797,3.5767555236816406,2.410411834716797,3.5767555236816406,2.410411834716797,3.5767555236816406,"[7.981538772583008, 24.18406009674073]",0,"[3.32498550415039, 8.381843566894531]",0,0,mobilenet_v3_small-16-resnet18-2
efficientnet_b5,4,mobilenet_v3_large,8,mig,1.0,407.6143915601046,1431.7881626534102,9.772300720214844,2.727031707763672,9.772300720214844,2.727031707763672,9.772300720214844,2.727031707763672,"[52.23727226257324, 122.29514122009276]",0,"[8.74340534210205, 21.95785045623779]",0,0,efficientnet_b5-4-mobilenet_v3_large-8
